Case ID,Ticket type,Membership
Case 3888,Task,Premium
Case 4383,Task,Premium
Case 831,Task,Premium
Case 2968,Task,Premium
Case 525,Task,Premium
Case 3192,Task,Premium
Case 1535,Task,Premium
Case 4351,Task,Premium
Case 1900,Task,Premium
Case 1916,Question,Premium
Case 1978,Task,Premium
Case 1010,Task,Premium
Case 3142,Task,Gold
Case 3983,Task,Premium
Case 3239,Task,Gold
Case 1691,Task,Premium
Case 1709,Task,Premium
Case 2721,Task,Premium
Case 3666,Task,Premium
Case 3583,Incident,Premium
Case 1605,Question,Gold
Case 1210,Task,Premium
Case 3462,Task,Premium
Case 4084,Task,Premium
Case 2302,Task,Premium
Case 1397,Task,Premium
Case 2512,Incident,Premium
Case 1269,Task,Premium
Case 2910,Incident,Premium
Case 4332,Incident,Premium
Case 367,Task,Premium
Case 1848,Task,Premium
Case 192,Task,Premium
Case 3118,Task,Premium
Case 3565,Task,Premium
Case 2211,Task,Premium
Case 2530,Task,Premium
Case 2932,Task,Premium
Case 1110,Task,Gold
Case 4325,Task,Premium
Case 2125,Task,Premium
Case 3212,Task,Premium
Case 530,Task,Premium
Case 639,Task,Premium
Case 3562,Task,Gold
Case 3315,Task,Premium
Case 1609,Task,Premium
Case 337,Task,Premium
Case 523,Question,Premium
Case 2665,Task,Gold
Case 83,Task,Premium
Case 631,Task,Premium
Case 2172,Incident,Premium
Case 1464,Task,Premium
Case 4187,Task,Premium
Case 1358,Task,Premium
Case 2522,Task,Premium
Case 1760,Task,Premium
Case 2905,Task,Premium
Case 3112,Question,Gold
Case 3357,Question,Premium
Case 3582,Task,Premium
Case 1788,Task,Premium
Case 3877,Task,Premium
Case 1571,Task,Premium
Case 2611,Task,Premium
Case 1457,Task,Premium
Case 3362,Task,Premium
Case 470,Question,Premium
Case 894,Task,Gold
Case 1671,Question,Premium
Case 2458,Task,Premium
Case 4300,Question,Premium
Case 299,Question,Gold
Case 4348,Task,Gold
Case 2631,Task,Gold
Case 3442,Task,Premium
Case 1509,Task,Premium
Case 1892,Task,Premium
Case 2720,Task,Premium
Case 775,Task,Premium
Case 145,Task,Premium
Case 3276,Task,Premium
Case 1882,Task,Premium
Case 1814,Task,Premium
Case 4537,Question,Gold
Case 2143,Task,Premium
Case 131,Task,Gold
Case 3742,Task,Premium
Case 2236,Task,Premium
Case 237,Task,Gold
Case 2432,Task,Premium
Case 4255,Incident,Premium
Case 4465,Task,Premium
Case 2814,Task,Premium
Case 2123,Question,Gold
Case 2569,Task,Premium
Case 282,Task,Premium
Case 3592,Task,Premium
Case 3798,Task,Premium
Case 1674,Incident,Gold
Case 1314,Task,Premium
Case 1823,Task,Premium
Case 507,Task,Premium
Case 2062,Task,Premium
Case 39,Task,Premium
Case 3822,Incident,Premium
Case 2092,Task,Premium
Case 3172,Question,Premium
Case 467,Task,Premium
Case 3475,Question,Gold
Case 3928,Task,Premium
Case 3708,Task,Premium
Case 856,Task,Premium
Case 361,Task,Premium
Case 230,Incident,Premium
Case 3787,Question,Gold
Case 1460,Task,Premium
Case 1828,Task,Premium
Case 232,Task,Premium
Case 114,Task,Premium
Case 3896,Task,Premium
Case 2667,Task,Premium
Case 3314,Task,Gold
Case 3233,Task,Premium
Case 2346,Task,Premium
Case 3770,Task,Premium
Case 2613,Task,Premium
Case 2356,Task,Premium
Case 4563,Task,Premium
Case 441,Task,Premium
Case 3251,Task,Premium
Case 317,Task,Gold
Case 3516,Task,Premium
Case 979,Task,Premium
Case 1478,Task,Premium
Case 77,Task,Premium
Case 3061,Task,Premium
Case 3912,Task,Gold
Case 1697,Task,Premium
Case 3436,Task,Premium
Case 1746,Task,Premium
Case 1675,Task,Gold
Case 3148,Task,Premium
Case 2776,Task,Premium
Case 3946,Task,Premium
Case 3113,Incident,Premium
Case 2734,Task,Premium
Case 2375,Task,Gold
Case 433,Task,Premium
Case 79,Task,Premium
Case 2981,Task,Premium
Case 3669,Task,Premium
Case 559,Task,Premium
Case 2975,Task,Premium
Case 3930,Question,Premium
Case 1901,Task,Premium
Case 2368,Task,Premium
Case 2466,Task,Premium
Case 2103,Question,Premium
Case 1711,Incident,Gold
Case 911,Incident,Gold
Case 881,Incident,Premium
Case 3776,Task,Premium
Case 474,Task,Premium
Case 2436,Question,Gold
Case 265,Task,Premium
Case 1961,Task,Gold
Case 1113,Task,Premium
Case 407,Task,Premium
Case 3705,Task,Premium
Case 364,Task,Premium
Case 868,Task,Premium
Case 558,Task,Gold
Case 1079,Task,Premium
Case 1562,Task,Premium
Case 624,Task,Premium
Case 3653,Task,Premium
Case 2448,Task,Premium
Case 3884,Task,Premium
Case 3323,Task,Premium
Case 2451,Task,Premium
Case 28,Task,Gold
Case 4006,Task,Premium
Case 4337,Task,Premium
Case 4185,Task,Premium
Case 496,Task,Premium
Case 1420,Task,Premium
Case 3688,Task,Premium
Case 4506,Task,Premium
Case 4463,Task,Premium
Case 107,Task,Premium
Case 1723,Task,Premium
Case 593,Task,Premium
Case 2508,Task,Gold
Case 1445,Task,Premium
Case 3454,Task,Gold
Case 82,Task,Premium
Case 384,Task,Gold
Case 3254,Task,Premium
Case 1156,Incident,Premium
Case 4544,Question,Premium
Case 4149,Task,Premium
Case 4268,Task,Premium
Case 3121,Task,Premium
Case 2210,Task,Premium
Case 3013,Task,Premium
Case 7,Incident,Premium
Case 3409,Question,Premium
Case 54,Task,Premium
Case 3038,Task,Premium
Case 3670,Task,Premium
Case 3443,Task,Premium
Case 3857,Task,Premium
Case 4353,Task,Premium
Case 3008,Task,Premium
Case 3077,Question,Premium
Case 4511,Question,Premium
Case 1299,Task,Premium
Case 1777,Question,Premium
Case 1658,Question,Gold
Case 3890,Task,Premium
Case 575,Task,Premium
Case 1860,Task,Premium
Case 4259,Task,Premium
Case 1507,Incident,Gold
Case 3465,Task,Premium
Case 1407,Task,Gold
Case 2918,Question,Premium
Case 4354,Task,Premium
Case 4426,Task,Gold
Case 809,Task,Premium
Case 382,Incident,Premium
Case 3600,Task,Premium
Case 2121,Question,Gold
Case 1159,Task,Premium
Case 3082,Task,Premium
Case 1235,Task,Premium
Case 345,Task,Premium
Case 1980,Task,Premium
Case 4074,Task,Premium
Case 4017,Task,Premium
Case 3905,Task,Gold
Case 2585,Task,Premium
Case 595,Task,Premium
Case 2498,Task,Premium
Case 1129,Task,Premium
Case 3567,Task,Premium
Case 323,Task,Premium
Case 685,Incident,Premium
Case 2666,Task,Premium
Case 594,Task,Premium
Case 438,Incident,Premium
Case 1735,Task,Premium
