CASE ID,TICKET TYPE,MEMBERSHIP,PRIORITY,Performance class
"Case 1569","Question","Premium","Urgent","Medium"
"Case 157","Task","Premium","Normal","Short"
"Case 1570","Task","Premium","Normal","Medium"
"Case 1571","Task","Premium","Normal","Long"
"Case 1572","Task","Premium","High","Medium"
"Case 1573","Question","Gold","High","Short"
"Case 1574","Task","Premium","Normal","Short"
"Case 1575","Task","Premium","High","Medium"
"Case 1576","Incident","Premium","Normal","Long"
"Case 1577","Incident","Gold","Normal","Short"
"Case 1578","Question","Gold","High","Short"
"Case 1579","Question","Gold","Normal","Medium"
"Case 158","Question","Gold","Normal","Long"
"Case 1580","Task","Premium","Normal","Medium"
"Case 1581","Question","Gold","Normal","Short"
"Case 1582","Task","Premium","High","Medium"
"Case 1583","Task","Premium","High","Short"
"Case 1584","Question","Gold","Normal","Medium"
"Case 1585","Question","Premium","Normal","Medium"
"Case 1586","Task","Premium","Urgent","Short"
"Case 1587","Task","Premium","Normal","Medium"
"Case 1588","Question","Gold","Normal","Medium"
"Case 1589","Incident","Premium","Normal","Medium"
"Case 159","Task","Gold","Normal","Short"
"Case 1590","Question","Premium","High","Medium"
"Case 1591","Incident","Gold","Normal","Long"
"Case 1592","Task","Premium","Urgent","Medium"
"Case 1593","Task","Premium","Normal","Medium"
"Case 1594","Question","Gold","Normal","Medium"
"Case 1595","Incident","Premium","High","Long"
"Case 1596","Task","Gold","High","Long"
"Case 1597","Question","Gold","Normal","Medium"
"Case 1598","Question","Gold","Normal","Short"
"Case 1599","Task","Premium","Normal","Long"
"Case 16","Question","Gold","Normal","Short"
"Case 160","Question","Gold","High","Long"
"Case 1600","Question","Gold","Normal","Long"
"Case 1601","Question","Premium","High","Medium"
"Case 1602","Question","Gold","Normal","Short"
"Case 1603","Question","Premium","High","Short"
"Case 1604","Question","Premium","Normal","Long"
"Case 1605","Question","Gold","High","Short"
"Case 1606","Task","Premium","Normal","Medium"
"Case 1607","Task","Gold","Normal","Medium"
"Case 1608","Question","Gold","Normal","Short"
"Case 1609","Task","Premium","High","Medium"
"Case 161","Incident","Gold","High","Short"
"Case 1610","Task","Premium","Normal","Long"
"Case 1611","Question","Gold","High","Long"
"Case 1612","Question","Gold","Normal","Medium"
"Case 1613","Question","Gold","Normal","Short"
"Case 1614","Question","Gold","Normal","Medium"
"Case 1615","Task","Premium","Normal","Medium"
"Case 1616","Incident","Gold","High","Short"
"Case 1617","Task","Premium","Normal","Long"
"Case 1618","Question","Gold","High","Long"
"Case 1619","Question","Gold","Normal","Long"
"Case 162","Task","Gold","Normal","Medium"
"Case 1620","Task","Premium","High","Medium"
"Case 1621","Task","Premium","Normal","Short"
"Case 1622","Task","Premium","Normal","Short"
"Case 1623","Question","Premium","High","Short"
"Case 1624","Question","Gold","High","Short"
"Case 1625","Question","Gold","High","Medium"
"Case 1626","Incident","Premium","Normal","Long"
"Case 1627","Question","Gold","Normal","Short"
"Case 1628","Question","Gold","Normal","Medium"
"Case 1629","Question","Gold","High","Short"
"Case 163","Question","Gold","Normal","Medium"
"Case 1630","Task","Premium","Normal","Medium"
"Case 1631","Question","Premium","High","Medium"
"Case 1632","Question","Premium","High","Long"
"Case 1633","Task","Premium","Normal","Long"
"Case 1634","Task","Gold","Normal","Long"
"Case 1635","Question","Gold","High","Medium"
"Case 1636","Question","Premium","Normal","Long"
"Case 1637","Incident","Premium","High","Long"
"Case 1638","Incident","Gold","High","Short"
"Case 1639","Question","Gold","High","Medium"
"Case 164","Question","Gold","Normal","Medium"
"Case 1640","Question","Premium","Normal","Long"
"Case 1641","Task","Premium","High","Medium"
"Case 1642","Task","Gold","Normal","Medium"
"Case 1643","Task","Premium","Urgent","Medium"
"Case 1644","Question","Gold","High","Long"
"Case 1645","Question","Gold","Normal","Short"
"Case 1646","Question","Premium","Normal","Medium"
"Case 1647","Question","Premium","High","Medium"
"Case 1648","Question","Gold","Normal","Long"
"Case 1649","Question","Gold","Normal","Short"
"Case 165","Question","Gold","Normal","Medium"
"Case 1650","Incident","Premium","Normal","Medium"
"Case 1651","Question","Premium","High","Short"
"Case 1652","Task","Premium","Normal","Long"
"Case 1653","Task","Premium","Normal","Short"
"Case 1654","Question","Gold","High","Medium"
"Case 1655","Task","Premium","Urgent","Short"
"Case 1656","Incident","Gold","High","Long"
"Case 1657","Question","Premium","Normal","Long"
"Case 1658","Question","Gold","High","Short"
"Case 1659","Task","Gold","Normal","Short"
"Case 166","Question","Gold","Normal","Medium"
"Case 1660","Question","Premium","Urgent","Short"
"Case 1661","Incident","Gold","Normal","Short"
"Case 1662","Incident","Premium","High","Short"
"Case 1663","Task","Premium","Normal","Medium"
"Case 1664","Task","Premium","Normal","Long"
"Case 1665","Task","Premium","High","Short"
"Case 1666","Incident","Premium","Normal","Medium"
"Case 1667","Question","Gold","Normal","Medium"
"Case 1668","Question","Premium","Urgent","Long"
"Case 1669","Task","Premium","Normal","Medium"
"Case 167","Incident","Gold","Normal","Medium"
"Case 1670","Task","Premium","High","Short"
"Case 1671","Question","Premium","Normal","Long"
"Case 1672","Question","Gold","Normal","Short"
"Case 1673","Question","Gold","Normal","Medium"
"Case 1674","Incident","Gold","Normal","Short"
"Case 1675","Task","Gold","Urgent","Short"
"Case 1676","Question","Gold","Normal","Short"
"Case 1677","Question","Gold","Normal","Short"
"Case 1678","Question","Gold","Normal","Medium"
"Case 1679","Question","Premium","Normal","Medium"
"Case 168","Question","Gold","High","Medium"
"Case 1680","Task","Premium","Normal","Long"
"Case 1681","Task","Premium","Normal","Medium"
"Case 1682","Task","Gold","Normal","Short"
"Case 1683","Question","Gold","Normal","Short"
"Case 1684","Task","Premium","High","Short"
"Case 1685","Task","Premium","Normal","Long"
"Case 1686","Question","Gold","High","Short"
"Case 1687","Question","Gold","Normal","Medium"
"Case 1688","Task","Premium","Normal","Long"
"Case 1689","Task","Premium","High","Long"
"Case 169","Question","Gold","Normal","Short"
"Case 1690","Question","Gold","Normal","Medium"
"Case 1691","Task","Premium","Normal","Long"
"Case 1692","Task","Premium","Normal","Medium"
"Case 1693","Task","Premium","Normal","Long"
"Case 1694","Question","Premium","Normal","Long"
"Case 1695","Task","Premium","High","Medium"
"Case 1696","Question","Gold","High","Short"
"Case 1697","Task","Premium","Normal","Medium"
"Case 1698","Question","Gold","Normal","Medium"
"Case 1699","Task","Premium","Normal","Short"
"Case 17","Task","Gold","Normal","Medium"
"Case 170","Task","Gold","Normal","Short"
"Case 1700","Question","Gold","Normal","Medium"
"Case 1701","Task","Gold","Normal","Short"
"Case 1702","Incident","Premium","Normal","Medium"
"Case 1703","Task","Premium","Normal","Medium"
"Case 1704","Task","Premium","Normal","Medium"
"Case 1705","Question","Premium","High","Medium"
"Case 1706","Question","Gold","Normal","Short"
"Case 1707","Incident","Premium","Normal","Long"
"Case 1708","Question","Gold","Normal","Medium"
"Case 1709","Task","Premium","Normal","Long"
"Case 171","Question","Premium","Normal","Medium"
"Case 1710","Question","Gold","High","Long"
"Case 1711","Incident","Gold","Normal","Short"
"Case 1712","Incident","Gold","High","Long"
"Case 1713","Incident","Gold","High","Medium"
"Case 1714","Task","Premium","Normal","Medium"
"Case 1715","Question","Gold","Normal","Long"
"Case 1716","Task","Premium","High","Long"
"Case 1717","Question","Gold","Normal","Medium"
"Case 1718","Task","Premium","Normal","Medium"
"Case 1719","Task","Gold","High","Long"
"Case 172","Task","Gold","Normal","Long"
"Case 1720","Question","Premium","Normal","Medium"
"Case 1721","Question","Gold","High","Long"
"Case 1722","Task","Premium","Normal","Medium"
"Case 1723","Task","Premium","Normal","Medium"
"Case 1724","Task","Premium","Normal","Long"
"Case 1725","Question","Gold","Normal","Long"
"Case 1726","Question","Premium","High","Long"
"Case 1727","Incident","Premium","Normal","Long"
"Case 1728","Task","Premium","Normal","Short"
"Case 1729","Task","Premium","Urgent","Medium"
"Case 173","Question","Premium","High","Long"
"Case 1730","Task","Premium","Normal","Medium"
"Case 1731","Question","Gold","Normal","Long"
"Case 1732","Question","Gold","Urgent","Short"
"Case 1733","Question","Premium","Normal","Short"
"Case 1734","Task","Premium","Normal","Medium"
"Case 1735","Task","Premium","Normal","Medium"
"Case 1736","Task","Gold","Normal","Long"
"Case 1737","Task","Premium","Normal","Medium"
"Case 1738","Incident","Premium","Normal","Long"
"Case 1739","Question","Gold","Normal","Medium"
"Case 174","Task","Premium","Normal","Long"
"Case 1740","Question","Gold","Urgent","Medium"
"Case 1741","Question","Gold","Normal","Medium"
"Case 1742","Question","Premium","Normal","Long"
"Case 1743","Question","Gold","Normal","Medium"
"Case 1744","Question","Gold","High","Long"
"Case 1745","Question","Gold","Normal","Short"
"Case 1746","Task","Premium","Normal","Medium"
"Case 1747","Question","Gold","High","Short"
"Case 1748","Question","Premium","Normal","Medium"
"Case 1749","Question","Gold","High","Medium"
"Case 175","Question","Gold","Normal","Long"
"Case 1750","Task","Premium","High","Medium"
"Case 1751","Question","Gold","High","Long"
"Case 1752","Task","Premium","Normal","Long"
"Case 1753","Question","Gold","High","Long"
"Case 1754","Incident","Premium","High","Long"
"Case 1755","Task","Premium","Normal","Medium"
"Case 1756","Task","Gold","High","Medium"
"Case 1757","Task","Premium","Normal","Medium"
"Case 1758","Task","Premium","Urgent","Medium"
"Case 1759","Question","Gold","Normal","Long"
"Case 176","Incident","Premium","Normal","Long"
"Case 1760","Task","Premium","High","Medium"
"Case 1761","Task","Premium","Normal","Long"
"Case 1762","Task","Premium","Normal","Short"
"Case 1763","Question","Gold","Normal","Medium"
"Case 1764","Question","Gold","Normal","Short"
"Case 1765","Task","Premium","Normal","Long"
"Case 1766","Question","Gold","Normal","Short"
"Case 1767","Question","Gold","Normal","Medium"
"Case 1768","Incident","Premium","High","Long"
"Case 1769","Question","Gold","Normal","Medium"
"Case 177","Question","Gold","High","Short"
"Case 1770","Task","Premium","Normal","Long"
"Case 1771","Task","Premium","Normal","Medium"
"Case 1772","Task","Premium","Normal","Medium"
"Case 1773","Question","Gold","Normal","Long"
"Case 1774","Question","Premium","Normal","Medium"
"Case 1775","Question","Gold","Urgent","Short"
"Case 1776","Task","Premium","Normal","Medium"
"Case 1777","Question","Premium","Normal","Short"
"Case 1778","Question","Gold","High","Medium"
"Case 1779","Task","Premium","Normal","Long"
"Case 178","Question","Gold","High","Short"
"Case 1780","Task","Premium","High","Long"
"Case 1781","Question","Premium","High","Short"
"Case 1782","Question","Gold","Normal","Short"
"Case 1783","Task","Premium","Normal","Medium"
"Case 1784","Question","Gold","High","Short"
"Case 1785","Question","Gold","Normal","Long"
"Case 1786","Task","Premium","Normal","Medium"
"Case 1787","Task","Premium","Normal","Medium"
"Case 1788","Task","Premium","High","Medium"
"Case 1789","Task","Premium","Normal","Long"
"Case 179","Question","Gold","High","Short"
"Case 1790","Question","Premium","High","Medium"
"Case 1791","Task","Premium","Normal","Medium"
"Case 1792","Task","Gold","Normal","Long"
"Case 1793","Question","Gold","Normal","Long"
"Case 1794","Question","Gold","Normal","Long"
"Case 1795","Task","Premium","Normal","Long"
"Case 1796","Task","Premium","Normal","Medium"
"Case 1797","Question","Premium","High","Medium"
"Case 1798","Task","Gold","Normal","Long"
"Case 1799","Task","Premium","Normal","Medium"
"Case 18","Task","Premium","Normal","Short"
"Case 180","Question","Gold","High","Medium"
"Case 1800","Question","Gold","Normal","Medium"
"Case 1801","Question","Premium","High","Medium"
"Case 1802","Incident","Premium","Normal","Medium"
"Case 1803","Task","Premium","Normal","Medium"
"Case 1804","Incident","Premium","Normal","Short"
"Case 1805","Question","Gold","Normal","Short"
"Case 1806","Question","Gold","Normal","Long"
"Case 1807","Question","Gold","Normal","Long"
"Case 1808","Question","Gold","Normal","Short"
"Case 1809","Task","Premium","Normal","Medium"
"Case 181","Task","Gold","High","Short"
"Case 1810","Task","Gold","High","Long"
"Case 1811","Question","Gold","Normal","Medium"
"Case 1812","Task","Premium","Urgent","Short"
"Case 1813","Task","Premium","Normal","Medium"
"Case 1814","Task","Premium","Normal","Long"
"Case 1815","Task","Gold","Normal","Short"
"Case 1816","Question","Premium","High","Long"
"Case 1817","Question","Gold","Normal","Medium"
"Case 1818","Question","Gold","High","Medium"
"Case 1819","Question","Gold","Normal","Short"
"Case 182","Incident","Premium","Normal","Medium"
"Case 1820","Task","Premium","Urgent","Medium"
"Case 1821","Task","Premium","High","Medium"
"Case 1822","Question","Gold","Normal","Short"
"Case 1823","Task","Premium","Normal","Short"
"Case 1824","Question","Gold","Normal","Long"
"Case 1825","Task","Premium","High","Medium"
"Case 1826","Question","Premium","High","Short"
"Case 1827","Incident","Gold","High","Short"
"Case 1828","Task","Premium","High","Medium"
"Case 1829","Question","Gold","High","Long"
"Case 183","Task","Premium","Normal","Medium"
"Case 1830","Question","Gold","Normal","Short"
"Case 1831","Task","Premium","Normal","Medium"
"Case 1832","Task","Premium","Normal","Medium"
"Case 1833","Question","Gold","High","Medium"
"Case 1834","Question","Gold","Normal","Medium"
"Case 1835","Question","Premium","Normal","Short"
"Case 1836","Incident","Premium","Normal","Medium"
"Case 1837","Incident","Gold","High","Medium"
"Case 1838","Question","Gold","Normal","Short"
"Case 1839","Task","Premium","Normal","Long"
"Case 184","Task","Premium","Normal","Medium"
"Case 1840","Incident","Gold","Urgent","Short"
"Case 1841","Question","Premium","High","Long"
"Case 1842","Incident","Premium","Urgent","Medium"
"Case 1843","Question","Gold","Normal","Short"
"Case 1844","Task","Gold","Normal","Short"
"Case 1845","Question","Gold","High","Medium"
"Case 1846","Question","Premium","High","Short"
"Case 1847","Task","Premium","Normal","Long"
"Case 1848","Task","Premium","Normal","Medium"
"Case 1849","Incident","Premium","Normal","Medium"
"Case 185","Incident","Premium","Normal","Short"
"Case 1850","Question","Premium","Normal","Long"
"Case 1851","Question","Gold","Normal","Long"
"Case 1852","Question","Gold","High","Short"
"Case 1853","Task","Premium","High","Long"
"Case 1854","Task","Premium","Normal","Long"
"Case 1855","Question","Gold","Normal","Long"
"Case 1856","Task","Premium","Normal","Medium"
"Case 1857","Question","Gold","Normal","Long"
"Case 1858","Task","Premium","Normal","Medium"
"Case 1859","Question","Gold","Normal","Medium"
"Case 186","Question","Premium","Normal","Long"
"Case 1860","Task","Premium","Normal","Long"
"Case 1861","Incident","Premium","Normal","Short"
"Case 1862","Question","Gold","High","Medium"
"Case 1863","Question","Gold","Normal","Long"
"Case 1864","Task","Premium","Normal","Medium"
"Case 1865","Task","Premium","Normal","Medium"
"Case 1866","Question","Premium","Normal","Medium"
"Case 1867","Task","Premium","Normal","Long"
"Case 1868","Task","Premium","High","Short"
"Case 1869","Task","Gold","High","Long"
"Case 187","Question","Gold","High","Long"
"Case 1870","Question","Gold","Normal","Medium"
"Case 1871","Question","Premium","Normal","Short"
"Case 1872","Task","Premium","Normal","Medium"
