Case ID,Application Type,Loan Goal,Requested Amount,First Credit Score,Last Credit Score,Having Call to Complete Application,Number of Offers,First Offer,Last Offer,First Offers Monthly Cost,Last Offers Monthly Cost,Throughput Times,Results
"Application_1094073787","New credit","Unknown",0,984,984,0,1,10000,10000,106.46,106.46,13.79844907407407,"Successful completion"
"Application_1094983427","New credit","Car",8000,0,0,0,1,10000,10000,189.08,189.08,31.52973379629629,"Cancelled by client"
"Application_1095104169","New credit","Existing loan takeover",33000,0,876,0,2,32200,32300,546.09,547.79,23.82446759259259,"Successful completion"
"Application_1095501101","New credit","Car",5500,0,0,0,1,5500,5500,61.93,61.93,9.830532407407407,"Cancelled by client"
"Application_1095753414","Limit raise","Car",40000,0,0,0,1,40000,40000,400,400,16.04565972222222,"Successful completion"
"Application_109582133","New credit","Existing loan takeover",25000,0,822,0,2,25000,25000,250,254.56,22.95645833333333,"Successful completion"
"Application_1096401729","New credit","Home improvement",26500,0,0,0,1,26500,26500,269.83,269.83,33.42319444444445,"Cancelled by client"
"Application_1096662178","Limit raise","Caravan / Camper",39000,0,0,0,1,39000,39000,390,390,17.57027777777778,"Denied by the bank"
"Application_1096831814","New credit","Car",11800,994,0,0,2,11800,10000,130.62,110.7,4.127766203703704,"Successful completion"
"Application_1096869611","New credit","Other, see explanation",15000,867,867,0,1,15000,15000,200,200,9.204884259259259,"Successful completion"
"Application_109718783","New credit","Home improvement",25000,0,0,0,1,25000,25000,254.56,254.56,35.60918981481481,"Cancelled by client"
"Application_1097199430","New credit","Remaining debt home",35000,926,926,0,1,35000,35000,261.02,261.02,26.67993055555555,"Successful completion"
"Application_1097327496","New credit","Other, see explanation",15000,746,746,0,1,15500,15500,545.95,545.95,20.52479166666667,"Successful completion"
"Application_109767425","Limit raise","Home improvement",6500,0,0,0,1,6500,6500,200,200,7.282731481481481,"Successful completion"
"Application_1097779964","New credit","Car",8000,0,0,0,2,6000,8000,300,300,2.780358796296296,"Cancelled by client"
"Application_1098278191","New credit","Home improvement",5000,0,0,0,1,5000,5000,200,200,10.7793287037037,"Denied by the bank"
"Application_109863874","New credit","Home improvement",5000,979,979,0,1,7000,7000,78.81999999999999,78.81999999999999,9.685520833333333,"Successful completion"
"Application_1099008963","New credit","Existing loan takeover",7000,0,1073,0,2,7000,7000,311.24,311.24,20.05255787037037,"Successful completion"
"Application_1099663893","New credit","Existing loan takeover",55000,0,0,0,2,55000,55000,550,560.02,13.82976851851852,"Cancelled by client"
"Application_1099835060","New credit","Remaining debt home",0,864,864,0,1,41400,41400,308.75,308.75,73.84832175925926,"Successful completion"
"Application_109999371","New credit","Home improvement",20000,0,0,0,1,25000,25000,254.56,254.56,8.327337962962963,"Cancelled by client"
"Application_1100210112","New credit","Existing loan takeover",20000,0,0,0,1,20000,20000,400,400,7.148298611111112,"Denied by the bank"
"Application_1100528846","New credit","Home improvement",9000,850,850,1,1,9000,9000,101.34,101.34,14.59811342592593,"Successful completion"
"Application_1100589857","New credit","Unknown",0,0,0,0,1,20000,20000,276.27,276.27,30.64908564814815,"Cancelled by client"
"Application_1100622320","New credit","Unknown",0,904,904,0,1,19000,19000,143.55,143.55,27.58206018518518,"Successful completion"
"Application_1100879546","New credit","Home improvement",25000,1073,0,0,2,9000,9000,250,250.1,15.9855787037037,"Successful completion"
"Application_1101931698","New credit","Home improvement",30000,932,932,0,1,30000,30000,554.14,554.14,19.80471064814815,"Successful completion"
"Application_1102024188","Limit raise","Home improvement",40000,0,0,0,2,60000,40000,600,400,12.29011574074074,"Successful completion"
"Application_1103374373","New credit","Other, see explanation",50000,0,0,0,1,50000,50000,982.99,982.99,32.33825231481482,"Cancelled by client"
"Application_1103750952","New credit","Unknown",0,0,0,0,2,25000,22800,306.14,311.78,14.03733796296296,"Cancelled by client"
"Application_110384193","New credit","Existing loan takeover",18500,646,646,0,1,18500,18500,299.4,299.4,6.768472222222222,"Successful completion"
"Application_1103913514","New credit","Unknown",0,0,0,1,2,10000,10000,230.66,250,15.89460648148148,"Cancelled by client"
"Application_1104335525","New credit","Other, see explanation",17000,0,0,0,2,17000,17000,178.6,174.66,30.8108912037037,"Cancelled by client"
"Application_1104606079","New credit","Car",15000,0,911,0,2,15000,15000,347.44,350,14.89574074074074,"Successful completion"
"Application_1104832087","New credit","Remaining debt home",16000,0,0,1,2,16000,16000,701.83,700.46,27.71094907407407,"Denied by the bank"
"Application_110483872","Limit raise","Home improvement",10000,905,905,0,1,10000,10000,150,150,17.73613425925926,"Successful completion"
"Application_1105840098","New credit","Other, see explanation",10700,626,626,0,1,10700,10700,222.08,222.08,9.944710648148147,"Successful completion"
"Application_1106452224","Limit raise","Home improvement",20000,0,794,0,2,19900,18300,275,275,15.94266203703704,"Successful completion"
"Application_1107300521","New credit","Home improvement",9000,0,705,0,2,9000,5000,275.08,431.05,41.78822916666667,"Successful completion"
"Application_1107993134","New credit","Car",5000,852,852,0,1,5000,5000,97.40000000000001,97.40000000000001,22.64461805555555,"Successful completion"
"Application_1108278358","New credit","Home improvement",35000,0,0,1,1,35000,35000,501.1,501.1,49.21436342592592,"Cancelled by client"
"Application_1108620674","New credit","Existing loan takeover",9000,0,0,0,2,9000,9000,300,297.8,32.39898148148148,"Cancelled by client"
"Application_1108692697","New credit","Car",8500,0,0,0,1,8500,8500,750,750,5.065520833333333,"Cancelled by client"
"Application_1109248632","New credit","Other, see explanation",40000,949,949,0,1,40000,40000,407.29,407.29,24.66520833333333,"Successful completion"
"Application_1110428271","New credit","Home improvement",5000,0,960,0,2,5000,6200,97.40000000000001,120.77,23.74695601851852,"Successful completion"
"Application_1110558665","New credit","Car",7000,829,829,0,1,7000,7000,136.35,136.35,18.46305555555556,"Successful completion"
"Application_1111458873","New credit","Car",15000,0,0,0,2,7500,10000,146.09,161.42,30.6546875,"Denied by the bank"
"Application_1111862507","New credit","Existing loan takeover",21000,0,900,0,2,21500,21500,325,275,9.231030092592592,"Successful completion"
"Application_1111963988","New credit","Other, see explanation",10000,909,909,0,1,10000,10000,200,200,9.69525462962963,"Successful completion"
"Application_1112223889","Limit raise","Car",55000,0,0,0,1,55000,55000,550,550,11.89217592592593,"Successful completion"
"Application_1112501306","New credit","Home improvement",10000,0,0,0,2,10000,10000,300,292.56,10.12940972222222,"Denied by the bank"
"Application_1112725615","New credit","Existing loan takeover",25000,0,877,0,2,25000,25500,476.13,485.65,49.02143518518518,"Successful completion"
"Application_1113828335","New credit","Not speficied",15000,1008,1008,0,1,15000,15000,200.6,200.6,6.768715277777778,"Successful completion"
"Application_1113916357","New credit","Home improvement",27500,688,688,0,1,29500,29500,295,295,8.525798611111112,"Successful completion"
"Application_1113974453","New credit","Car",10000,0,0,0,2,8000,8000,90.08,90.08,30.51364583333334,"Denied by the bank"
"Application_1114052248","New credit","Car",10000,0,0,0,1,10000,10000,200,200,11.97824074074074,"Denied by the bank"
"Application_1114088888","New credit","Car",15000,1011,1011,0,1,15000,15000,340.8,340.8,10.84631944444445,"Successful completion"
"Application_1114334411","New credit","Existing loan takeover",38000,965,965,0,1,38000,38000,386.93,386.93,15.22869212962963,"Successful completion"
"Application_1116176146","New credit","Home improvement",15000,0,0,0,3,15000,5000,150,100,47.86096064814815,"Cancelled by client"
"Application_11164910","Limit raise","Car",15000,0,0,0,1,15000,15000,250,250,6.94431712962963,"Successful completion"
"Application_1118683509","New credit","Existing loan takeover",7000,959,959,0,1,7000,7000,170,170,18.58524305555556,"Successful completion"
"Application_1119128567","New credit","Car",25000,933,933,0,1,23000,23000,253.52,253.52,14.07592592592593,"Successful completion"
"Application_1119407054","New credit","Extra spending limit",30000,0,0,0,1,30000,30000,300,300,12.96146990740741,"Denied by the bank"
"Application_1119986126","New credit","Home improvement",0,0,885,0,2,25000,30000,261.48,313.78,20.87309027777778,"Successful completion"
"Application_1120696170","New credit","Car",24900,931,931,0,1,24900,24900,571.1,571.1,11.06133101851852,"Successful completion"
"Application_1121537718","Limit raise","Car",8000,773,773,0,1,8000,8000,80,80,5.024016203703703,"Successful completion"
"Application_1121796531","New credit","Home improvement",15000,0,0,0,1,15000,15000,199.14,199.14,32.83017361111111,"Cancelled by client"
"Application_112206225","New credit","Car",8500,1003,1003,0,1,8500,8500,496.18,496.18,6.628194444444444,"Successful completion"
"Application_1122721558","New credit","Other, see explanation",34000,935,935,0,1,35980,35980,366.36,366.36,15.25109953703704,"Successful completion"
"Application_112338697","New credit","Unknown",0,0,869,0,2,10750,10750,107.5,114.44,34.85762731481481,"Successful completion"
"Application_1123629809","New credit","Other, see explanation",5000,0,0,0,3,8000,12200,100,122,53.59454861111111,"Cancelled by client"
"Application_1123655418","New credit","Car",8000,0,736,0,7,10000,10000,100,106.46,17.93883101851852,"Successful completion"
"Application_1125229039","New credit","Existing loan takeover",0,0,0,1,1,20000,20000,251.11,251.11,28.07927083333333,"Denied by the bank"
"Application_1125233866","New credit","Tax payments",10000,911,911,0,1,10000,10000,522.52,522.52,8.704884259259259,"Successful completion"
"Application_1126141927","New credit","Home improvement",10000,0,0,0,1,10000,10000,125.16,125.16,31.63827546296296,"Cancelled by client"
"Application_112753720","New credit","Car",6000,0,0,0,1,6000,6000,147.2,147.2,33.4206712962963,"Cancelled by client"
"Application_1127579449","New credit","Home improvement",10000,752,752,1,1,10000,10000,106.46,106.46,8.777037037037037,"Successful completion"
"Application_1128002102","New credit","Tax payments",13500,877,877,0,1,13500,13500,351.53,351.53,11.09430555555556,"Successful completion"
"Application_1128037409","New credit","Existing loan takeover",35000,0,0,0,1,42800,42800,447.66,447.66,26.04011574074074,"Denied by the bank"
"Application_1128308263","New credit","Car",22000,0,0,0,1,22000,22000,347.35,347.35,1.981435185185185,"Denied by the bank"
"Application_1128492937","New credit","Car",5000,808,808,0,1,5000,5000,56.3,56.3,13.69594907407407,"Successful completion"
"Application_1128726606","New credit","Car",15000,1025,1025,0,1,15000,15000,207.21,207.21,9.79119212962963,"Successful completion"
"Application_1128773580","New credit","Unknown",0,1058,0,0,2,9000,9000,175.31,175,21.91666666666667,"Successful completion"
"Application_1128851023","Limit raise","Car",15000,0,0,0,2,16100,20000,161,200,20.98258101851852,"Successful completion"
"Application_1129477770","New credit","Not speficied",10000,835,835,0,1,10000,10000,200,200,24.82136574074074,"Successful completion"
"Application_1129585793","New credit","Existing loan takeover",30000,1025,1025,1,1,30000,30000,495.45,495.45,18.47989583333333,"Successful completion"
"Application_1130321848","New credit","Unknown",0,0,0,0,2,30000,35000,554.14,646.5,33.64711805555555,"Cancelled by client"
"Application_1130795851","New credit","Home improvement",50000,0,0,0,1,50000,50000,509.11,509.11,30.83414351851852,"Cancelled by client"
"Application_1130845322","New credit","Home improvement",5000,1017,1017,0,1,5000,5000,152.82,152.82,12.79743055555556,"Successful completion"
"Application_1131588689","New credit","Existing loan takeover",17000,0,0,0,1,17000,17000,202.68,202.68,18.97422453703704,"Denied by the bank"
"Application_1133392995","New credit","Car",25000,0,0,1,3,75000,74000,763.67,740,81.92914351851852,"Cancelled by client"
"Application_1133480312","New credit","Unknown",0,861,861,0,1,9300,9300,189.27,189.27,12.88193287037037,"Successful completion"
"Application_1134274536","New credit","Existing loan takeover",17000,0,949,0,2,15000,17000,158.98,180.18,9.620578703703703,"Successful completion"
"Application_1134491162","New credit","Extra spending limit",5000,0,0,0,2,5000,5000,56.3,56.3,36.66907407407408,"Cancelled by client"
"Application_113474586","New credit","Existing loan takeover",61000,945,945,0,1,61000,61000,621.12,621.12,28.91936342592593,"Successful completion"
"Application_1135401738","New credit","Existing loan takeover",6500,0,743,0,2,6500,6500,234.79,234.79,15.02164351851852,"Successful completion"
"Application_1135575063","New credit","Home improvement",30000,901,901,0,1,30000,30000,300,300,23.1258912037037,"Successful completion"
"Application_1135650035","New credit","Remaining debt home",15000,940,940,0,1,15000,15000,296.2,296.2,43.13398148148148,"Successful completion"
"Application_1136484968","New credit","Home improvement",25000,0,0,0,2,22000,22000,413.09,413.09,21.48204861111111,"Cancelled by client"
"Application_113709871","Limit raise","Home improvement",55000,0,0,0,1,55000,55000,550,550,16.84357638888889,"Successful completion"
"Application_1137139708","Limit raise","Car",15000,0,0,0,1,15000,15000,150,150,6.898032407407407,"Successful completion"
"Application_1137470998","Limit raise","Unknown",0,0,863,1,2,15000,15000,150,150,17.90459490740741,"Successful completion"
"Application_1137627493","New credit","Home improvement",20000,0,884,0,3,20000,22000,246.71,249.96,15.95710648148148,"Successful completion"
"Application_1138349499","Limit raise","Home improvement",15000,0,0,0,1,15000,15000,200,200,7.931643518518518,"Successful completion"
